id,text,category
7953,This is a sample text for document 7953,Category_A
7954,This is a sample text for document 7954,Category_B
7955,This is a sample text for document 7955,Category_G
7956,This is a sample text for document 7956,Category_C
7957,This is a sample text for document 7957,Category_B
7958,This is a sample text for document 7958,Category_B
7959,This is a sample text for document 7959,Category_C
7960,This is a sample text for document 7960,Category_A
7961,This is a sample text for document 7961,Category_G
7962,This is a sample text for document 7962,Category_B
7963,This is a sample text for document 7963,Category_A
7964,This is a sample text for document 7964,Category_B
7965,This is a sample text for document 7965,Category_E
7966,This is a sample text for document 7966,Category_E
7967,This is a sample text for document 7967,Category_D
7968,This is a sample text for document 7968,Category_A
7969,This is a sample text for document 7969,Category_B
7970,This is a sample text for document 7970,Category_D
7971,This is a sample text for document 7971,Category_B
7972,This is a sample text for document 7972,Category_B
7973,This is a sample text for document 7973,Category_A
7974,This is a sample text for document 7974,Category_F
7975,This is a sample text for document 7975,Category_E
7976,This is a sample text for document 7976,Category_G
7977,This is a sample text for document 7977,Category_D
7978,This is a sample text for document 7978,Category_E
7979,This is a sample text for document 7979,Category_B
7980,This is a sample text for document 7980,Category_D
7981,This is a sample text for document 7981,Category_F
7982,This is a sample text for document 7982,Category_E
7983,This is a sample text for document 7983,Category_F
7984,This is a sample text for document 7984,Category_A
7985,This is a sample text for document 7985,Category_D
7986,This is a sample text for document 7986,Category_F
7987,This is a sample text for document 7987,Category_G
7988,This is a sample text for document 7988,Category_D
7989,This is a sample text for document 7989,Category_F
7990,This is a sample text for document 7990,Category_D
7991,This is a sample text for document 7991,Category_E
7992,This is a sample text for document 7992,Category_G
7993,This is a sample text for document 7993,Category_A
7994,This is a sample text for document 7994,Category_E
7995,This is a sample text for document 7995,Category_F
7996,This is a sample text for document 7996,Category_C
7997,This is a sample text for document 7997,Category_B
7998,This is a sample text for document 7998,Category_E
7999,This is a sample text for document 7999,Category_F
8000,This is a sample text for document 8000,Category_F
8001,This is a sample text for document 8001,Category_E
8002,This is a sample text for document 8002,Category_D
8003,This is a sample text for document 8003,Category_F
8004,This is a sample text for document 8004,Category_F
8005,This is a sample text for document 8005,Category_B
8006,This is a sample text for document 8006,Category_A
8007,This is a sample text for document 8007,Category_C
8008,This is a sample text for document 8008,Category_D
8009,This is a sample text for document 8009,Category_B
8010,This is a sample text for document 8010,Category_A
8011,This is a sample text for document 8011,Category_G
8012,This is a sample text for document 8012,Category_C
8013,This is a sample text for document 8013,Category_E
8014,This is a sample text for document 8014,Category_B
8015,This is a sample text for document 8015,Category_D
8016,This is a sample text for document 8016,Category_F
8017,This is a sample text for document 8017,Category_G
8018,This is a sample text for document 8018,Category_G
8019,This is a sample text for document 8019,Category_F
8020,This is a sample text for document 8020,Category_B
8021,This is a sample text for document 8021,Category_D
8022,This is a sample text for document 8022,Category_G
8023,This is a sample text for document 8023,Category_F
8024,This is a sample text for document 8024,Category_A
8025,This is a sample text for document 8025,Category_D
8026,This is a sample text for document 8026,Category_D
8027,This is a sample text for document 8027,Category_C
8028,This is a sample text for document 8028,Category_E
8029,This is a sample text for document 8029,Category_D
8030,This is a sample text for document 8030,Category_C
8031,This is a sample text for document 8031,Category_E
8032,This is a sample text for document 8032,Category_E
8033,This is a sample text for document 8033,Category_C
8034,This is a sample text for document 8034,Category_C
8035,This is a sample text for document 8035,Category_F
8036,This is a sample text for document 8036,Category_E
8037,This is a sample text for document 8037,Category_G
8038,This is a sample text for document 8038,Category_B
8039,This is a sample text for document 8039,Category_B
8040,This is a sample text for document 8040,Category_B
8041,This is a sample text for document 8041,Category_A
8042,This is a sample text for document 8042,Category_B
8043,This is a sample text for document 8043,Category_F
8044,This is a sample text for document 8044,Category_G
8045,This is a sample text for document 8045,Category_A
8046,This is a sample text for document 8046,Category_D
8047,This is a sample text for document 8047,Category_F
8048,This is a sample text for document 8048,Category_G
8049,This is a sample text for document 8049,Category_G
8050,This is a sample text for document 8050,Category_C
8051,This is a sample text for document 8051,Category_F
8052,This is a sample text for document 8052,Category_C
8053,This is a sample text for document 8053,Category_C
8054,This is a sample text for document 8054,Category_B
8055,This is a sample text for document 8055,Category_C
8056,This is a sample text for document 8056,Category_B
8057,This is a sample text for document 8057,Category_C
8058,This is a sample text for document 8058,Category_D
8059,This is a sample text for document 8059,Category_G
8060,This is a sample text for document 8060,Category_B
8061,This is a sample text for document 8061,Category_F
8062,This is a sample text for document 8062,Category_B
8063,This is a sample text for document 8063,Category_C
8064,This is a sample text for document 8064,Category_E
8065,This is a sample text for document 8065,Category_C
8066,This is a sample text for document 8066,Category_G
8067,This is a sample text for document 8067,Category_F
8068,This is a sample text for document 8068,Category_A
8069,This is a sample text for document 8069,Category_E
8070,This is a sample text for document 8070,Category_G
8071,This is a sample text for document 8071,Category_B
8072,This is a sample text for document 8072,Category_E
8073,This is a sample text for document 8073,Category_A
8074,This is a sample text for document 8074,Category_G
8075,This is a sample text for document 8075,Category_A
8076,This is a sample text for document 8076,Category_F
8077,This is a sample text for document 8077,Category_C
8078,This is a sample text for document 8078,Category_G
8079,This is a sample text for document 8079,Category_F
8080,This is a sample text for document 8080,Category_G
8081,This is a sample text for document 8081,Category_C
8082,This is a sample text for document 8082,Category_A
8083,This is a sample text for document 8083,Category_G
8084,This is a sample text for document 8084,Category_D
8085,This is a sample text for document 8085,Category_G
8086,This is a sample text for document 8086,Category_D
8087,This is a sample text for document 8087,Category_G
8088,This is a sample text for document 8088,Category_D
8089,This is a sample text for document 8089,Category_F
8090,This is a sample text for document 8090,Category_B
8091,This is a sample text for document 8091,Category_B
8092,This is a sample text for document 8092,Category_B
8093,This is a sample text for document 8093,Category_F
8094,This is a sample text for document 8094,Category_B
8095,This is a sample text for document 8095,Category_E
8096,This is a sample text for document 8096,Category_A
8097,This is a sample text for document 8097,Category_A
8098,This is a sample text for document 8098,Category_C
8099,This is a sample text for document 8099,Category_F
8100,This is a sample text for document 8100,Category_G
8101,This is a sample text for document 8101,Category_G
8102,This is a sample text for document 8102,Category_E
8103,This is a sample text for document 8103,Category_D
8104,This is a sample text for document 8104,Category_F
8105,This is a sample text for document 8105,Category_A
8106,This is a sample text for document 8106,Category_B
8107,This is a sample text for document 8107,Category_F
8108,This is a sample text for document 8108,Category_E
8109,This is a sample text for document 8109,Category_E
8110,This is a sample text for document 8110,Category_D
8111,This is a sample text for document 8111,Category_C
8112,This is a sample text for document 8112,Category_A
8113,This is a sample text for document 8113,Category_D
8114,This is a sample text for document 8114,Category_F
8115,This is a sample text for document 8115,Category_D
8116,This is a sample text for document 8116,Category_B
8117,This is a sample text for document 8117,Category_D
8118,This is a sample text for document 8118,Category_B
8119,This is a sample text for document 8119,Category_B
8120,This is a sample text for document 8120,Category_B
8121,This is a sample text for document 8121,Category_D
8122,This is a sample text for document 8122,Category_E
8123,This is a sample text for document 8123,Category_E
8124,This is a sample text for document 8124,Category_G
8125,This is a sample text for document 8125,Category_E
8126,This is a sample text for document 8126,Category_A
8127,This is a sample text for document 8127,Category_G
8128,This is a sample text for document 8128,Category_G
8129,This is a sample text for document 8129,Category_E
8130,This is a sample text for document 8130,Category_B
8131,This is a sample text for document 8131,Category_D
8132,This is a sample text for document 8132,Category_G
8133,This is a sample text for document 8133,Category_C
8134,This is a sample text for document 8134,Category_C
8135,This is a sample text for document 8135,Category_E
8136,This is a sample text for document 8136,Category_D
8137,This is a sample text for document 8137,Category_B
8138,This is a sample text for document 8138,Category_G
8139,This is a sample text for document 8139,Category_G
8140,This is a sample text for document 8140,Category_F
8141,This is a sample text for document 8141,Category_C
8142,This is a sample text for document 8142,Category_A
8143,This is a sample text for document 8143,Category_B
8144,This is a sample text for document 8144,Category_A
8145,This is a sample text for document 8145,Category_D
8146,This is a sample text for document 8146,Category_E
8147,This is a sample text for document 8147,Category_D
8148,This is a sample text for document 8148,Category_D
8149,This is a sample text for document 8149,Category_E
8150,This is a sample text for document 8150,Category_C
8151,This is a sample text for document 8151,Category_A
8152,This is a sample text for document 8152,Category_B
8153,This is a sample text for document 8153,Category_D
8154,This is a sample text for document 8154,Category_C
8155,This is a sample text for document 8155,Category_B
8156,This is a sample text for document 8156,Category_E
8157,This is a sample text for document 8157,Category_E
8158,This is a sample text for document 8158,Category_A
8159,This is a sample text for document 8159,Category_B
8160,This is a sample text for document 8160,Category_B
8161,This is a sample text for document 8161,Category_F
8162,This is a sample text for document 8162,Category_F
8163,This is a sample text for document 8163,Category_B
8164,This is a sample text for document 8164,Category_C
8165,This is a sample text for document 8165,Category_A
8166,This is a sample text for document 8166,Category_E
8167,This is a sample text for document 8167,Category_E
8168,This is a sample text for document 8168,Category_B
8169,This is a sample text for document 8169,Category_D
8170,This is a sample text for document 8170,Category_A
8171,This is a sample text for document 8171,Category_F
8172,This is a sample text for document 8172,Category_C
8173,This is a sample text for document 8173,Category_D
8174,This is a sample text for document 8174,Category_G
8175,This is a sample text for document 8175,Category_F
8176,This is a sample text for document 8176,Category_E
8177,This is a sample text for document 8177,Category_E
8178,This is a sample text for document 8178,Category_C
8179,This is a sample text for document 8179,Category_G
8180,This is a sample text for document 8180,Category_F
8181,This is a sample text for document 8181,Category_C
8182,This is a sample text for document 8182,Category_D
8183,This is a sample text for document 8183,Category_C
8184,This is a sample text for document 8184,Category_D
8185,This is a sample text for document 8185,Category_C
8186,This is a sample text for document 8186,Category_B
8187,This is a sample text for document 8187,Category_A
8188,This is a sample text for document 8188,Category_D
8189,This is a sample text for document 8189,Category_G
8190,This is a sample text for document 8190,Category_G
8191,This is a sample text for document 8191,Category_E
8192,This is a sample text for document 8192,Category_G
8193,This is a sample text for document 8193,Category_F
8194,This is a sample text for document 8194,Category_D
8195,This is a sample text for document 8195,Category_D
8196,This is a sample text for document 8196,Category_A
8197,This is a sample text for document 8197,Category_E
8198,This is a sample text for document 8198,Category_F
8199,This is a sample text for document 8199,Category_D
8200,This is a sample text for document 8200,Category_F
8201,This is a sample text for document 8201,Category_D
8202,This is a sample text for document 8202,Category_B
8203,This is a sample text for document 8203,Category_A
8204,This is a sample text for document 8204,Category_D
8205,This is a sample text for document 8205,Category_F
8206,This is a sample text for document 8206,Category_E
8207,This is a sample text for document 8207,Category_C
8208,This is a sample text for document 8208,Category_B
8209,This is a sample text for document 8209,Category_B
8210,This is a sample text for document 8210,Category_F
8211,This is a sample text for document 8211,Category_B
8212,This is a sample text for document 8212,Category_F
8213,This is a sample text for document 8213,Category_D
8214,This is a sample text for document 8214,Category_F
8215,This is a sample text for document 8215,Category_E
8216,This is a sample text for document 8216,Category_G
8217,This is a sample text for document 8217,Category_A
8218,This is a sample text for document 8218,Category_B
8219,This is a sample text for document 8219,Category_D
8220,This is a sample text for document 8220,Category_E
8221,This is a sample text for document 8221,Category_E
8222,This is a sample text for document 8222,Category_A
8223,This is a sample text for document 8223,Category_E
8224,This is a sample text for document 8224,Category_G
8225,This is a sample text for document 8225,Category_B
8226,This is a sample text for document 8226,Category_C
8227,This is a sample text for document 8227,Category_F
8228,This is a sample text for document 8228,Category_A
8229,This is a sample text for document 8229,Category_G
8230,This is a sample text for document 8230,Category_E
8231,This is a sample text for document 8231,Category_E
8232,This is a sample text for document 8232,Category_B
8233,This is a sample text for document 8233,Category_G
8234,This is a sample text for document 8234,Category_E
8235,This is a sample text for document 8235,Category_C
8236,This is a sample text for document 8236,Category_E
8237,This is a sample text for document 8237,Category_F
8238,This is a sample text for document 8238,Category_F
8239,This is a sample text for document 8239,Category_C
8240,This is a sample text for document 8240,Category_B
8241,This is a sample text for document 8241,Category_C
8242,This is a sample text for document 8242,Category_B
8243,This is a sample text for document 8243,Category_G
8244,This is a sample text for document 8244,Category_D
8245,This is a sample text for document 8245,Category_C
8246,This is a sample text for document 8246,Category_C
8247,This is a sample text for document 8247,Category_A
8248,This is a sample text for document 8248,Category_B
8249,This is a sample text for document 8249,Category_B
8250,This is a sample text for document 8250,Category_A
8251,This is a sample text for document 8251,Category_C
8252,This is a sample text for document 8252,Category_B
8253,This is a sample text for document 8253,Category_E
8254,This is a sample text for document 8254,Category_C
8255,This is a sample text for document 8255,Category_C
8256,This is a sample text for document 8256,Category_F
8257,This is a sample text for document 8257,Category_F
8258,This is a sample text for document 8258,Category_B
8259,This is a sample text for document 8259,Category_C
8260,This is a sample text for document 8260,Category_C
8261,This is a sample text for document 8261,Category_D
8262,This is a sample text for document 8262,Category_F
8263,This is a sample text for document 8263,Category_D
8264,This is a sample text for document 8264,Category_E
8265,This is a sample text for document 8265,Category_F
8266,This is a sample text for document 8266,Category_G
8267,This is a sample text for document 8267,Category_F
8268,This is a sample text for document 8268,Category_B
8269,This is a sample text for document 8269,Category_F
8270,This is a sample text for document 8270,Category_D
8271,This is a sample text for document 8271,Category_B
8272,This is a sample text for document 8272,Category_A
8273,This is a sample text for document 8273,Category_G
8274,This is a sample text for document 8274,Category_F
8275,This is a sample text for document 8275,Category_F
8276,This is a sample text for document 8276,Category_A
8277,This is a sample text for document 8277,Category_G
8278,This is a sample text for document 8278,Category_D
8279,This is a sample text for document 8279,Category_C
8280,This is a sample text for document 8280,Category_G
8281,This is a sample text for document 8281,Category_D
8282,This is a sample text for document 8282,Category_G
8283,This is a sample text for document 8283,Category_G
8284,This is a sample text for document 8284,Category_C
8285,This is a sample text for document 8285,Category_C
8286,This is a sample text for document 8286,Category_E
8287,This is a sample text for document 8287,Category_A
8288,This is a sample text for document 8288,Category_B
8289,This is a sample text for document 8289,Category_G
8290,This is a sample text for document 8290,Category_E
8291,This is a sample text for document 8291,Category_B
8292,This is a sample text for document 8292,Category_A
8293,This is a sample text for document 8293,Category_G
8294,This is a sample text for document 8294,Category_A
8295,This is a sample text for document 8295,Category_B
8296,This is a sample text for document 8296,Category_A
8297,This is a sample text for document 8297,Category_G
8298,This is a sample text for document 8298,Category_E
8299,This is a sample text for document 8299,Category_A
8300,This is a sample text for document 8300,Category_A
8301,This is a sample text for document 8301,Category_G
8302,This is a sample text for document 8302,Category_B
8303,This is a sample text for document 8303,Category_G
8304,This is a sample text for document 8304,Category_E
8305,This is a sample text for document 8305,Category_F
8306,This is a sample text for document 8306,Category_B
8307,This is a sample text for document 8307,Category_G
8308,This is a sample text for document 8308,Category_A
8309,This is a sample text for document 8309,Category_G
8310,This is a sample text for document 8310,Category_B
8311,This is a sample text for document 8311,Category_C
8312,This is a sample text for document 8312,Category_D
8313,This is a sample text for document 8313,Category_F
8314,This is a sample text for document 8314,Category_A
8315,This is a sample text for document 8315,Category_F
8316,This is a sample text for document 8316,Category_C
8317,This is a sample text for document 8317,Category_D
8318,This is a sample text for document 8318,Category_G
8319,This is a sample text for document 8319,Category_G
8320,This is a sample text for document 8320,Category_B
8321,This is a sample text for document 8321,Category_G
8322,This is a sample text for document 8322,Category_C
8323,This is a sample text for document 8323,Category_F
8324,This is a sample text for document 8324,Category_E
8325,This is a sample text for document 8325,Category_B
8326,This is a sample text for document 8326,Category_C
8327,This is a sample text for document 8327,Category_B
8328,This is a sample text for document 8328,Category_C
8329,This is a sample text for document 8329,Category_D
8330,This is a sample text for document 8330,Category_F
8331,This is a sample text for document 8331,Category_A
8332,This is a sample text for document 8332,Category_B
8333,This is a sample text for document 8333,Category_D
8334,This is a sample text for document 8334,Category_G
8335,This is a sample text for document 8335,Category_E
8336,This is a sample text for document 8336,Category_B
8337,This is a sample text for document 8337,Category_F
8338,This is a sample text for document 8338,Category_B
8339,This is a sample text for document 8339,Category_C
8340,This is a sample text for document 8340,Category_G
8341,This is a sample text for document 8341,Category_D
8342,This is a sample text for document 8342,Category_E
8343,This is a sample text for document 8343,Category_A
8344,This is a sample text for document 8344,Category_D
8345,This is a sample text for document 8345,Category_A
8346,This is a sample text for document 8346,Category_F
8347,This is a sample text for document 8347,Category_G
8348,This is a sample text for document 8348,Category_F
8349,This is a sample text for document 8349,Category_F
8350,This is a sample text for document 8350,Category_E
8351,This is a sample text for document 8351,Category_B
8352,This is a sample text for document 8352,Category_B
8353,This is a sample text for document 8353,Category_D
8354,This is a sample text for document 8354,Category_E
8355,This is a sample text for document 8355,Category_B
8356,This is a sample text for document 8356,Category_F
8357,This is a sample text for document 8357,Category_G
8358,This is a sample text for document 8358,Category_F
8359,This is a sample text for document 8359,Category_F
8360,This is a sample text for document 8360,Category_F
8361,This is a sample text for document 8361,Category_F
8362,This is a sample text for document 8362,Category_E
8363,This is a sample text for document 8363,Category_C
8364,This is a sample text for document 8364,Category_B
8365,This is a sample text for document 8365,Category_C
8366,This is a sample text for document 8366,Category_D
8367,This is a sample text for document 8367,Category_A
8368,This is a sample text for document 8368,Category_D
8369,This is a sample text for document 8369,Category_C
8370,This is a sample text for document 8370,Category_C
8371,This is a sample text for document 8371,Category_G
8372,This is a sample text for document 8372,Category_E
8373,This is a sample text for document 8373,Category_B
8374,This is a sample text for document 8374,Category_G
8375,This is a sample text for document 8375,Category_D
8376,This is a sample text for document 8376,Category_E
8377,This is a sample text for document 8377,Category_E
8378,This is a sample text for document 8378,Category_B
8379,This is a sample text for document 8379,Category_D
8380,This is a sample text for document 8380,Category_F
8381,This is a sample text for document 8381,Category_D
8382,This is a sample text for document 8382,Category_G
8383,This is a sample text for document 8383,Category_C
8384,This is a sample text for document 8384,Category_C
8385,This is a sample text for document 8385,Category_D
8386,This is a sample text for document 8386,Category_D
8387,This is a sample text for document 8387,Category_C
8388,This is a sample text for document 8388,Category_A
8389,This is a sample text for document 8389,Category_B
8390,This is a sample text for document 8390,Category_B
8391,This is a sample text for document 8391,Category_A
8392,This is a sample text for document 8392,Category_B
8393,This is a sample text for document 8393,Category_G
8394,This is a sample text for document 8394,Category_C
8395,This is a sample text for document 8395,Category_C
8396,This is a sample text for document 8396,Category_A
8397,This is a sample text for document 8397,Category_D
8398,This is a sample text for document 8398,Category_G
8399,This is a sample text for document 8399,Category_F
8400,This is a sample text for document 8400,Category_D
8401,This is a sample text for document 8401,Category_G
8402,This is a sample text for document 8402,Category_B
8403,This is a sample text for document 8403,Category_G
8404,This is a sample text for document 8404,Category_A
8405,This is a sample text for document 8405,Category_A
8406,This is a sample text for document 8406,Category_A
8407,This is a sample text for document 8407,Category_F
8408,This is a sample text for document 8408,Category_G
8409,This is a sample text for document 8409,Category_E
8410,This is a sample text for document 8410,Category_D
8411,This is a sample text for document 8411,Category_E
8412,This is a sample text for document 8412,Category_A
8413,This is a sample text for document 8413,Category_D
8414,This is a sample text for document 8414,Category_A
8415,This is a sample text for document 8415,Category_F
8416,This is a sample text for document 8416,Category_D
8417,This is a sample text for document 8417,Category_F
8418,This is a sample text for document 8418,Category_B
8419,This is a sample text for document 8419,Category_A
8420,This is a sample text for document 8420,Category_D
8421,This is a sample text for document 8421,Category_G
8422,This is a sample text for document 8422,Category_A
8423,This is a sample text for document 8423,Category_G
8424,This is a sample text for document 8424,Category_C
8425,This is a sample text for document 8425,Category_D
8426,This is a sample text for document 8426,Category_C
8427,This is a sample text for document 8427,Category_A
8428,This is a sample text for document 8428,Category_C
8429,This is a sample text for document 8429,Category_E
8430,This is a sample text for document 8430,Category_B
8431,This is a sample text for document 8431,Category_E
8432,This is a sample text for document 8432,Category_D
8433,This is a sample text for document 8433,Category_F
8434,This is a sample text for document 8434,Category_D
8435,This is a sample text for document 8435,Category_D
8436,This is a sample text for document 8436,Category_A
8437,This is a sample text for document 8437,Category_E
8438,This is a sample text for document 8438,Category_C
8439,This is a sample text for document 8439,Category_B
8440,This is a sample text for document 8440,Category_G
8441,This is a sample text for document 8441,Category_F
8442,This is a sample text for document 8442,Category_B
8443,This is a sample text for document 8443,Category_G
8444,This is a sample text for document 8444,Category_G
8445,This is a sample text for document 8445,Category_F
8446,This is a sample text for document 8446,Category_A
8447,This is a sample text for document 8447,Category_F
8448,This is a sample text for document 8448,Category_D
8449,This is a sample text for document 8449,Category_B
8450,This is a sample text for document 8450,Category_G
8451,This is a sample text for document 8451,Category_C
8452,This is a sample text for document 8452,Category_F
8453,This is a sample text for document 8453,Category_G
8454,This is a sample text for document 8454,Category_B
8455,This is a sample text for document 8455,Category_E
8456,This is a sample text for document 8456,Category_A
8457,This is a sample text for document 8457,Category_C
8458,This is a sample text for document 8458,Category_F
8459,This is a sample text for document 8459,Category_A
8460,This is a sample text for document 8460,Category_A
8461,This is a sample text for document 8461,Category_A
8462,This is a sample text for document 8462,Category_D
8463,This is a sample text for document 8463,Category_C
8464,This is a sample text for document 8464,Category_B
8465,This is a sample text for document 8465,Category_F
8466,This is a sample text for document 8466,Category_G
8467,This is a sample text for document 8467,Category_E
8468,This is a sample text for document 8468,Category_A
8469,This is a sample text for document 8469,Category_E
8470,This is a sample text for document 8470,Category_G
8471,This is a sample text for document 8471,Category_B
8472,This is a sample text for document 8472,Category_A
8473,This is a sample text for document 8473,Category_C
8474,This is a sample text for document 8474,Category_C
8475,This is a sample text for document 8475,Category_C
8476,This is a sample text for document 8476,Category_G
8477,This is a sample text for document 8477,Category_G
8478,This is a sample text for document 8478,Category_E
8479,This is a sample text for document 8479,Category_C
8480,This is a sample text for document 8480,Category_B
8481,This is a sample text for document 8481,Category_E
8482,This is a sample text for document 8482,Category_E
8483,This is a sample text for document 8483,Category_A
8484,This is a sample text for document 8484,Category_F
8485,This is a sample text for document 8485,Category_C
8486,This is a sample text for document 8486,Category_G
8487,This is a sample text for document 8487,Category_D
8488,This is a sample text for document 8488,Category_G
8489,This is a sample text for document 8489,Category_C
8490,This is a sample text for document 8490,Category_G
8491,This is a sample text for document 8491,Category_A
8492,This is a sample text for document 8492,Category_B
8493,This is a sample text for document 8493,Category_D
8494,This is a sample text for document 8494,Category_A
8495,This is a sample text for document 8495,Category_A
8496,This is a sample text for document 8496,Category_A
8497,This is a sample text for document 8497,Category_G
8498,This is a sample text for document 8498,Category_F
8499,This is a sample text for document 8499,Category_E
8500,This is a sample text for document 8500,Category_B
8501,This is a sample text for document 8501,Category_F
8502,This is a sample text for document 8502,Category_G
8503,This is a sample text for document 8503,Category_F
8504,This is a sample text for document 8504,Category_G
8505,This is a sample text for document 8505,Category_E
8506,This is a sample text for document 8506,Category_D
8507,This is a sample text for document 8507,Category_F
8508,This is a sample text for document 8508,Category_C
8509,This is a sample text for document 8509,Category_D
8510,This is a sample text for document 8510,Category_C
8511,This is a sample text for document 8511,Category_B
8512,This is a sample text for document 8512,Category_F
8513,This is a sample text for document 8513,Category_B
8514,This is a sample text for document 8514,Category_D
8515,This is a sample text for document 8515,Category_C
8516,This is a sample text for document 8516,Category_A
8517,This is a sample text for document 8517,Category_D
8518,This is a sample text for document 8518,Category_D
8519,This is a sample text for document 8519,Category_A
8520,This is a sample text for document 8520,Category_C
8521,This is a sample text for document 8521,Category_E
8522,This is a sample text for document 8522,Category_D
8523,This is a sample text for document 8523,Category_G
8524,This is a sample text for document 8524,Category_E
8525,This is a sample text for document 8525,Category_B
8526,This is a sample text for document 8526,Category_B
8527,This is a sample text for document 8527,Category_G
8528,This is a sample text for document 8528,Category_E
8529,This is a sample text for document 8529,Category_G
8530,This is a sample text for document 8530,Category_E
8531,This is a sample text for document 8531,Category_G
8532,This is a sample text for document 8532,Category_C
8533,This is a sample text for document 8533,Category_G
8534,This is a sample text for document 8534,Category_G
8535,This is a sample text for document 8535,Category_C
8536,This is a sample text for document 8536,Category_A
8537,This is a sample text for document 8537,Category_F
8538,This is a sample text for document 8538,Category_B
8539,This is a sample text for document 8539,Category_C
8540,This is a sample text for document 8540,Category_B
8541,This is a sample text for document 8541,Category_F
8542,This is a sample text for document 8542,Category_E
8543,This is a sample text for document 8543,Category_G
8544,This is a sample text for document 8544,Category_E
8545,This is a sample text for document 8545,Category_A
8546,This is a sample text for document 8546,Category_E
8547,This is a sample text for document 8547,Category_G
8548,This is a sample text for document 8548,Category_F
8549,This is a sample text for document 8549,Category_A
8550,This is a sample text for document 8550,Category_F
8551,This is a sample text for document 8551,Category_G
8552,This is a sample text for document 8552,Category_F
8553,This is a sample text for document 8553,Category_D
8554,This is a sample text for document 8554,Category_G
8555,This is a sample text for document 8555,Category_B
8556,This is a sample text for document 8556,Category_E
8557,This is a sample text for document 8557,Category_E
8558,This is a sample text for document 8558,Category_F
8559,This is a sample text for document 8559,Category_B
8560,This is a sample text for document 8560,Category_G
8561,This is a sample text for document 8561,Category_D
8562,This is a sample text for document 8562,Category_B
8563,This is a sample text for document 8563,Category_F
8564,This is a sample text for document 8564,Category_C
8565,This is a sample text for document 8565,Category_A
8566,This is a sample text for document 8566,Category_F
8567,This is a sample text for document 8567,Category_D
8568,This is a sample text for document 8568,Category_A
8569,This is a sample text for document 8569,Category_D
8570,This is a sample text for document 8570,Category_E
8571,This is a sample text for document 8571,Category_G
8572,This is a sample text for document 8572,Category_D
8573,This is a sample text for document 8573,Category_E
8574,This is a sample text for document 8574,Category_F
8575,This is a sample text for document 8575,Category_F
8576,This is a sample text for document 8576,Category_D
8577,This is a sample text for document 8577,Category_E
8578,This is a sample text for document 8578,Category_A
8579,This is a sample text for document 8579,Category_A
8580,This is a sample text for document 8580,Category_B
8581,This is a sample text for document 8581,Category_G
8582,This is a sample text for document 8582,Category_A
8583,This is a sample text for document 8583,Category_F
8584,This is a sample text for document 8584,Category_D
8585,This is a sample text for document 8585,Category_B
8586,This is a sample text for document 8586,Category_C
8587,This is a sample text for document 8587,Category_D
8588,This is a sample text for document 8588,Category_B
8589,This is a sample text for document 8589,Category_G
8590,This is a sample text for document 8590,Category_G
8591,This is a sample text for document 8591,Category_C
8592,This is a sample text for document 8592,Category_B
8593,This is a sample text for document 8593,Category_F
8594,This is a sample text for document 8594,Category_D
8595,This is a sample text for document 8595,Category_G
8596,This is a sample text for document 8596,Category_F
8597,This is a sample text for document 8597,Category_G
8598,This is a sample text for document 8598,Category_C
8599,This is a sample text for document 8599,Category_F
8600,This is a sample text for document 8600,Category_B
8601,This is a sample text for document 8601,Category_B
8602,This is a sample text for document 8602,Category_E
8603,This is a sample text for document 8603,Category_G
8604,This is a sample text for document 8604,Category_C
8605,This is a sample text for document 8605,Category_G
8606,This is a sample text for document 8606,Category_D
8607,This is a sample text for document 8607,Category_B
8608,This is a sample text for document 8608,Category_E
8609,This is a sample text for document 8609,Category_G
8610,This is a sample text for document 8610,Category_F
8611,This is a sample text for document 8611,Category_G
8612,This is a sample text for document 8612,Category_G
8613,This is a sample text for document 8613,Category_A
8614,This is a sample text for document 8614,Category_B
8615,This is a sample text for document 8615,Category_C
8616,This is a sample text for document 8616,Category_A
8617,This is a sample text for document 8617,Category_A
8618,This is a sample text for document 8618,Category_A
8619,This is a sample text for document 8619,Category_B
8620,This is a sample text for document 8620,Category_A
8621,This is a sample text for document 8621,Category_C
8622,This is a sample text for document 8622,Category_B
8623,This is a sample text for document 8623,Category_C
8624,This is a sample text for document 8624,Category_C
8625,This is a sample text for document 8625,Category_B
8626,This is a sample text for document 8626,Category_A
8627,This is a sample text for document 8627,Category_B
8628,This is a sample text for document 8628,Category_C
8629,This is a sample text for document 8629,Category_D
8630,This is a sample text for document 8630,Category_E
8631,This is a sample text for document 8631,Category_C
8632,This is a sample text for document 8632,Category_A
8633,This is a sample text for document 8633,Category_G
8634,This is a sample text for document 8634,Category_E
8635,This is a sample text for document 8635,Category_G
8636,This is a sample text for document 8636,Category_F
8637,This is a sample text for document 8637,Category_B
8638,This is a sample text for document 8638,Category_E
8639,This is a sample text for document 8639,Category_E
8640,This is a sample text for document 8640,Category_G
8641,This is a sample text for document 8641,Category_A
8642,This is a sample text for document 8642,Category_E
8643,This is a sample text for document 8643,Category_C
8644,This is a sample text for document 8644,Category_E
8645,This is a sample text for document 8645,Category_D
8646,This is a sample text for document 8646,Category_D
8647,This is a sample text for document 8647,Category_A
8648,This is a sample text for document 8648,Category_A
8649,This is a sample text for document 8649,Category_F
8650,This is a sample text for document 8650,Category_G
8651,This is a sample text for document 8651,Category_A
